"","replicate","climate_change_affects","n","p_hat"
"748",748,"Yes",40,0.666666666666667
"749",749,"Yes",33,0.55
"750",750,"Yes",38,0.633333333333333
"751",751,"Yes",38,0.633333333333333
"752",752,"Yes",31,0.516666666666667
"753",753,"Yes",31,0.516666666666667
"754",754,"Yes",32,0.533333333333333
"755",755,"Yes",39,0.65
"756",756,"Yes",35,0.583333333333333
"757",757,"Yes",41,0.683333333333333
"758",758,"Yes",35,0.583333333333333
"759",759,"Yes",36,0.6
"760",760,"Yes",41,0.683333333333333
"761",761,"Yes",38,0.633333333333333
"762",762,"Yes",34,0.566666666666667
"763",763,"Yes",33,0.55
"764",764,"Yes",39,0.65
"765",765,"Yes",33,0.55
"766",766,"Yes",34,0.566666666666667
"767",767,"Yes",38,0.633333333333333
"768",768,"Yes",31,0.516666666666667
"769",769,"Yes",33,0.55
"770",770,"Yes",41,0.683333333333333
"771",771,"Yes",32,0.533333333333333
"772",772,"Yes",42,0.7
"773",773,"Yes",42,0.7
"774",774,"Yes",34,0.566666666666667
"775",775,"Yes",36,0.6
"776",776,"Yes",38,0.633333333333333
"777",777,"Yes",33,0.55
"778",778,"Yes",36,0.6
"779",779,"Yes",35,0.583333333333333
"780",780,"Yes",39,0.65
"781",781,"Yes",37,0.616666666666667
"782",782,"Yes",41,0.683333333333333
"783",783,"Yes",40,0.666666666666667
"784",784,"Yes",42,0.7
"785",785,"Yes",40,0.666666666666667
"786",786,"Yes",33,0.55
"787",787,"Yes",37,0.616666666666667
"788",788,"Yes",35,0.583333333333333
"789",789,"Yes",35,0.583333333333333
"790",790,"Yes",34,0.566666666666667
"791",791,"Yes",34,0.566666666666667
"792",792,"Yes",39,0.65
"793",793,"Yes",36,0.6
"794",794,"Yes",37,0.616666666666667
"795",795,"Yes",39,0.65
"796",796,"Yes",36,0.6
"797",797,"Yes",37,0.616666666666667
"798",798,"Yes",43,0.716666666666667
"799",799,"Yes",32,0.533333333333333
"800",800,"Yes",41,0.683333333333333
"801",801,"Yes",37,0.616666666666667
"802",802,"Yes",39,0.65
"803",803,"Yes",29,0.483333333333333
"804",804,"Yes",34,0.566666666666667
"805",805,"Yes",39,0.65
"806",806,"Yes",37,0.616666666666667
"807",807,"Yes",34,0.566666666666667
"808",808,"Yes",36,0.6
"809",809,"Yes",37,0.616666666666667
"810",810,"Yes",36,0.6
"811",811,"Yes",41,0.683333333333333
"812",812,"Yes",29,0.483333333333333
"813",813,"Yes",36,0.6
"814",814,"Yes",40,0.666666666666667
"815",815,"Yes",38,0.633333333333333
"816",816,"Yes",42,0.7
"817",817,"Yes",36,0.6
"818",818,"Yes",41,0.683333333333333
"819",819,"Yes",40,0.666666666666667
"820",820,"Yes",35,0.583333333333333
"821",821,"Yes",34,0.566666666666667
"822",822,"Yes",35,0.583333333333333
"823",823,"Yes",37,0.616666666666667
"824",824,"Yes",43,0.716666666666667
"825",825,"Yes",36,0.6
"826",826,"Yes",44,0.733333333333333
"827",827,"Yes",39,0.65
"828",828,"Yes",43,0.716666666666667
"829",829,"Yes",30,0.5
"830",830,"Yes",43,0.716666666666667
"831",831,"Yes",34,0.566666666666667
"832",832,"Yes",46,0.766666666666667
"833",833,"Yes",37,0.616666666666667
"834",834,"Yes",32,0.533333333333333
"835",835,"Yes",40,0.666666666666667
"836",836,"Yes",43,0.716666666666667
"837",837,"Yes",32,0.533333333333333
"838",838,"Yes",41,0.683333333333333
"839",839,"Yes",37,0.616666666666667
"840",840,"Yes",37,0.616666666666667
"841",841,"Yes",44,0.733333333333333
"842",842,"Yes",33,0.55
"843",843,"Yes",39,0.65
"844",844,"Yes",41,0.683333333333333
"845",845,"Yes",37,0.616666666666667
"846",846,"Yes",39,0.65
"847",847,"Yes",44,0.733333333333333
"848",848,"Yes",39,0.65
"849",849,"Yes",42,0.7
"850",850,"Yes",36,0.6
"851",851,"Yes",37,0.616666666666667
"852",852,"Yes",37,0.616666666666667
"853",853,"Yes",36,0.6
"854",854,"Yes",31,0.516666666666667
"855",855,"Yes",35,0.583333333333333
"856",856,"Yes",38,0.633333333333333
"857",857,"Yes",38,0.633333333333333
"858",858,"Yes",39,0.65
"859",859,"Yes",38,0.633333333333333
"860",860,"Yes",41,0.683333333333333
"861",861,"Yes",44,0.733333333333333
"862",862,"Yes",32,0.533333333333333
"863",863,"Yes",40,0.666666666666667
"864",864,"Yes",37,0.616666666666667
"865",865,"Yes",41,0.683333333333333
"866",866,"Yes",46,0.766666666666667
"867",867,"Yes",35,0.583333333333333
"868",868,"Yes",33,0.55
"869",869,"Yes",41,0.683333333333333
"870",870,"Yes",38,0.633333333333333
"871",871,"Yes",37,0.616666666666667
"872",872,"Yes",41,0.683333333333333
"873",873,"Yes",36,0.6
"874",874,"Yes",35,0.583333333333333
"875",875,"Yes",41,0.683333333333333
"876",876,"Yes",39,0.65
"877",877,"Yes",34,0.566666666666667
"878",878,"Yes",40,0.666666666666667
"879",879,"Yes",37,0.616666666666667
"880",880,"Yes",42,0.7
"881",881,"Yes",42,0.7
"882",882,"Yes",28,0.466666666666667
"883",883,"Yes",42,0.7
"884",884,"Yes",30,0.5
"885",885,"Yes",42,0.7
"886",886,"Yes",34,0.566666666666667
"887",887,"Yes",35,0.583333333333333
"888",888,"Yes",37,0.616666666666667
"889",889,"Yes",31,0.516666666666667
"890",890,"Yes",41,0.683333333333333
"891",891,"Yes",39,0.65
"892",892,"Yes",41,0.683333333333333
"893",893,"Yes",36,0.6
"894",894,"Yes",34,0.566666666666667
"895",895,"Yes",34,0.566666666666667
"896",896,"Yes",37,0.616666666666667
"897",897,"Yes",43,0.716666666666667
"898",898,"Yes",39,0.65
"899",899,"Yes",41,0.683333333333333
"900",900,"Yes",40,0.666666666666667
"901",901,"Yes",39,0.65
"902",902,"Yes",34,0.566666666666667
"903",903,"Yes",37,0.616666666666667
"904",904,"Yes",37,0.616666666666667
"905",905,"Yes",33,0.55
"906",906,"Yes",35,0.583333333333333
"907",907,"Yes",29,0.483333333333333
"908",908,"Yes",35,0.583333333333333
"909",909,"Yes",44,0.733333333333333
"910",910,"Yes",35,0.583333333333333
"911",911,"Yes",34,0.566666666666667
"912",912,"Yes",32,0.533333333333333
"913",913,"Yes",31,0.516666666666667
"914",914,"Yes",35,0.583333333333333
"915",915,"Yes",38,0.633333333333333
"916",916,"Yes",34,0.566666666666667
"917",917,"Yes",41,0.683333333333333
"918",918,"Yes",37,0.616666666666667
"919",919,"Yes",41,0.683333333333333
"920",920,"Yes",36,0.6
"921",921,"Yes",43,0.716666666666667
"922",922,"Yes",38,0.633333333333333
"923",923,"Yes",38,0.633333333333333
"924",924,"Yes",35,0.583333333333333
"925",925,"Yes",34,0.566666666666667
"926",926,"Yes",43,0.716666666666667
"927",927,"Yes",35,0.583333333333333
"928",928,"Yes",42,0.7
"929",929,"Yes",46,0.766666666666667
"930",930,"Yes",36,0.6
"931",931,"Yes",33,0.55
"932",932,"Yes",32,0.533333333333333
"933",933,"Yes",41,0.683333333333333
"934",934,"Yes",28,0.466666666666667
"935",935,"Yes",34,0.566666666666667
"936",936,"Yes",38,0.633333333333333
"937",937,"Yes",38,0.633333333333333
"938",938,"Yes",38,0.633333333333333
"939",939,"Yes",40,0.666666666666667
"940",940,"Yes",37,0.616666666666667
"941",941,"Yes",40,0.666666666666667
"942",942,"Yes",39,0.65
"943",943,"Yes",34,0.566666666666667
"944",944,"Yes",35,0.583333333333333
"945",945,"Yes",37,0.616666666666667
"946",946,"Yes",39,0.65
"947",947,"Yes",40,0.666666666666667
"948",948,"Yes",34,0.566666666666667
"949",949,"Yes",35,0.583333333333333
"950",950,"Yes",39,0.65
"951",951,"Yes",39,0.65
"952",952,"Yes",31,0.516666666666667
"953",953,"Yes",30,0.5
"954",954,"Yes",38,0.633333333333333
"955",955,"Yes",37,0.616666666666667
"956",956,"Yes",43,0.716666666666667
"957",957,"Yes",42,0.7
"958",958,"Yes",40,0.666666666666667
"959",959,"Yes",39,0.65
"960",960,"Yes",35,0.583333333333333
"961",961,"Yes",44,0.733333333333333
"962",962,"Yes",35,0.583333333333333
"963",963,"Yes",37,0.616666666666667
"964",964,"Yes",37,0.616666666666667
"965",965,"Yes",37,0.616666666666667
"966",966,"Yes",32,0.533333333333333
"967",967,"Yes",38,0.633333333333333
"968",968,"Yes",37,0.616666666666667
"969",969,"Yes",29,0.483333333333333
"970",970,"Yes",41,0.683333333333333
"971",971,"Yes",36,0.6
"972",972,"Yes",37,0.616666666666667
"973",973,"Yes",40,0.666666666666667
"974",974,"Yes",44,0.733333333333333
"975",975,"Yes",38,0.633333333333333
"976",976,"Yes",39,0.65
"977",977,"Yes",33,0.55
"978",978,"Yes",44,0.733333333333333
"979",979,"Yes",35,0.583333333333333
"980",980,"Yes",41,0.683333333333333
"981",981,"Yes",33,0.55
"982",982,"Yes",38,0.633333333333333
"983",983,"Yes",42,0.7
"984",984,"Yes",34,0.566666666666667
"985",985,"Yes",28,0.466666666666667
"986",986,"Yes",37,0.616666666666667
"987",987,"Yes",38,0.633333333333333
"988",988,"Yes",34,0.566666666666667
"989",989,"Yes",38,0.633333333333333
"990",990,"Yes",38,0.633333333333333
"991",991,"Yes",34,0.566666666666667
"992",992,"Yes",38,0.633333333333333
"993",993,"Yes",31,0.516666666666667
"994",994,"Yes",36,0.6
"995",995,"Yes",38,0.633333333333333
"996",996,"Yes",44,0.733333333333333
"997",997,"Yes",34,0.566666666666667
"998",998,"Yes",41,0.683333333333333
"999",999,"Yes",37,0.616666666666667
"1000",1000,"Yes",39,0.65
