year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,9,25,1517,-3,1739,-1,MQ,N725MQ,3532,LGA,XNA,156,1147,15,17
2013,9,10,1040,-5,1324,-28,B6,N729JB,971,LGA,FLL,133,1076,10,40
2013,3,25,2053,153,2322,107,AS,N587AS,7,EWR,SEA,310,2402,20,53
2013,7,8,1808,198,1945,191,9E,N937XJ,3393,JFK,DCA,44,213,18,8
2013,12,3,1615,107,1727,102,EV,N830AS,5712,JFK,IAD,46,228,16,15
2013,1,23,1243,-2,1545,-5,AA,N3HWAA,745,LGA,DFW,210,1389,12,43
2013,3,4,606,-4,921,-20,UA,N838UA,421,EWR,SFO,356,2565,6,6
2013,12,27,1514,17,1751,21,EV,N22909,4705,EWR,ATL,127,746,15,14
2013,5,9,757,-3,1030,5,UA,N594UA,733,LGA,DEN,227,1620,7,57
2013,9,11,2209,114,2331,107,9E,N8598B,3899,JFK,BWI,37,184,22,9
2013,10,2,1117,-12,1344,-21,B6,N613JB,127,EWR,MCO,124,937,11,17
2013,6,26,1815,15,1936,23,US,N959UW,2138,LGA,BOS,38,184,18,15
2013,6,9,1858,43,2135,52,DL,N365NB,926,EWR,ATL,112,746,18,58
2013,7,22,1328,-2,1607,9,DL,N328NB,2043,JFK,ATL,117,760,13,28
2013,6,18,1552,-3,1753,26,B6,N249JB,44,JFK,BTV,41,266,15,52
2013,12,16,1942,7,2234,-4,UA,N37422,1269,EWR,PBI,148,1023,19,42
2013,8,6,1611,102,2013,103,B6,N644JB,703,JFK,SJU,204,1598,16,11
2013,6,27,1306,7,1537,3,DL,N915DE,781,LGA,ATL,110,762,13,6
2013,6,16,710,-10,945,-37,AS,N556AS,15,EWR,SEA,317,2402,7,10
2013,8,7,835,-6,1011,7,EV,N15574,5827,EWR,RIC,58,277,8,35
2013,5,7,647,-8,933,-2,AA,N5DVAA,1815,JFK,MCO,132,944,6,47
2013,9,3,2112,57,2222,38,9E,N8475B,3899,JFK,BWI,34,184,21,12
2013,10,19,1308,-7,1513,8,US,N114UW,2086,EWR,CLT,97,529,13,8
2013,7,20,1532,33,1806,17,UA,N37408,1122,EWR,PBI,138,1023,15,32
2013,5,6,1725,-5,1922,-34,F9,N206FR,419,LGA,DEN,214,1620,17,25
2013,8,4,1558,-2,1931,-7,DL,N711ZX,141,JFK,SFO,344,2586,15,58
2013,12,18,1158,-2,1347,-13,US,N121UW,2069,JFK,CLT,88,541,11,58
2013,5,26,1845,0,2142,-8,DL,N924DL,2391,JFK,TPA,132,1005,18,45
2013,6,23,1622,2,1942,-3,AA,N3EBAA,1467,LGA,MIA,166,1096,16,22
2013,5,6,2058,88,2238,55,9E,N836AY,3899,JFK,CLE,66,425,20,58
2013,9,30,1623,-6,1852,-27,UA,N34131,1695,EWR,IAH,177,1400,16,23
2013,1,21,1842,37,2026,31,MQ,N527MQ,4626,LGA,CMH,86,479,18,42
2013,8,14,1601,-4,1723,-17,AA,N3JVAA,1750,JFK,BOS,38,187,16,1
2013,10,11,1441,-4,1550,-21,9E,N8948B,3983,JFK,BWI,44,184,14,41
2013,6,27,1651,11,1848,33,MQ,N931MQ,2949,JFK,BNA,118,765,16,51
2013,4,27,1554,-6,1904,-21,AA,N3FAAA,1467,LGA,MIA,147,1096,15,54
2013,6,12,1027,-3,1338,-7,VX,N525VA,187,EWR,SFO,349,2565,10,27
2013,8,31,1319,-6,1540,-31,UA,N30401,1232,EWR,IAH,186,1400,13,19
2013,1,27,1629,-5,1833,-4,EV,N16571,4411,EWR,MEM,156,946,16,29
2013,3,10,1005,5,1131,-6,UA,N73259,1233,LGA,ORD,111,733,10,5
2013,11,1,623,-7,806,-2,EV,N12157,4424,EWR,RDU,73,416,6,23
2013,4,29,1434,39,1631,16,WN,N704SW,1638,EWR,PHX,279,2133,14,34
2013,6,9,2338,139,130,138,EV,N11544,4700,EWR,CLT,89,529,23,38
2013,4,12,2005,235,2134,251,EV,N16571,4299,EWR,DCA,62,199,20,5
2013,4,21,1345,15,1705,40,B6,N807JB,505,EWR,FLL,175,1065,13,45
2013,8,19,1512,-3,1818,2,DL,N908DE,2181,LGA,MCO,139,950,15,12
2013,5,27,1831,171,2006,150,9E,N920XJ,3523,JFK,ORD,123,740,18,31
2013,11,1,1930,19,2128,18,EV,N16961,5909,EWR,CLT,99,529,19,30
2013,4,12,1904,4,2211,9,UA,N411UA,527,EWR,DFW,209,1372,19,4
2013,9,18,1245,-8,1517,-37,UA,N13718,1565,LGA,IAH,192,1416,12,45
2013,2,21,1319,-6,1501,-4,MQ,N737MQ,4475,LGA,RDU,71,431,13,19
2013,5,24,2025,24,2312,4,B6,N568JB,1505,JFK,ABQ,230,1826,20,25
2013,10,14,701,2,954,-13,UA,N36476,1183,EWR,RSW,149,1068,7,1
2013,3,13,1545,0,1800,-3,DL,N780NC,1942,EWR,ATL,112,746,15,45
2013,4,12,1446,58,1731,55,UA,N833UA,545,EWR,DFW,207,1372,14,46
2013,2,2,603,2,939,18,UA,N19141,1030,JFK,LAX,360,2475,6,3
2013,3,17,1009,-6,1205,-11,US,N715UW,1427,JFK,CLT,87,541,10,9
2013,11,29,1355,5,1646,-19,AA,N3CEAA,1073,LGA,MIA,153,1096,13,55
2013,11,4,1811,6,1938,8,WN,N937WN,1710,EWR,MDW,118,711,18,11
2013,10,11,1954,53,2057,17,UA,N440UA,693,LGA,ORD,102,733,19,54
2013,8,23,1528,-2,1750,-5,MQ,N633MQ,3202,JFK,IND,103,665,15,28
2013,10,21,1547,-3,1724,-6,MQ,N502MQ,3416,LGA,RDU,71,431,15,47
2013,7,28,1410,0,1720,50,FL,N953AT,349,LGA,ATL,122,762,14,10
2013,4,27,1723,13,1855,-20,AA,N3FUAA,1351,JFK,ORD,121,740,17,23
2013,6,30,841,1,1125,-9,UA,N809UA,259,EWR,SAN,316,2425,8,41
2013,5,2,2106,11,2354,-36,UA,N33264,1252,EWR,SFO,321,2565,21,6
2013,12,1,816,-9,952,-13,MQ,N827MQ,3272,LGA,CLE,70,419,8,16
2013,6,13,1452,17,1822,32,DL,N369NW,1779,LGA,FLL,164,1076,14,52
2013,11,3,1726,-3,1915,-22,EV,N16976,3819,EWR,CVG,94,569,17,26
2013,12,15,1546,-9,1727,-23,9E,N923XJ,2927,JFK,ORD,127,740,15,46
2013,2,18,954,-5,1314,-19,US,N673AW,450,JFK,PHX,298,2153,9,54
2013,5,19,1856,51,2158,31,UA,N448UA,573,EWR,SNA,323,2434,18,56
2013,11,19,1756,-4,2044,5,DL,N913DL,2147,LGA,ATL,114,762,17,56
2013,3,14,1742,27,2053,29,DL,N372NW,1779,LGA,FLL,154,1076,17,42
2013,5,3,1023,-8,1217,-27,EV,N17115,4185,EWR,OMA,154,1134,10,23
2013,3,8,2147,122,124,120,UA,N54711,1482,EWR,PHX,317,2133,21,47
2013,7,11,1914,14,2018,2,US,N704US,2187,LGA,DCA,42,214,19,14
2013,5,18,729,-1,1016,-49,VX,N840VA,183,EWR,SFO,330,2565,7,29
2013,9,23,1022,-7,1232,-7,US,N817AW,604,EWR,PHX,282,2133,10,22
2013,8,10,902,1,1153,-5,UA,N445UA,259,EWR,SAN,325,2425,9,2
2013,1,14,1253,-6,1400,-2,EV,N14953,4129,EWR,DCA,47,199,12,53
2013,8,27,605,0,727,-7,UA,N27477,1622,EWR,ORD,105,719,6,5
2013,10,3,1203,3,1305,-7,DL,N315NB,2451,JFK,BOS,32,187,12,3
2013,1,4,1018,25,1119,9,B6,N296JB,600,JFK,PWM,47,273,10,18
2013,1,1,1529,-1,1733,-4,US,N738US,1665,LGA,CLT,103,544,15,29
2013,10,28,1437,-3,1628,-10,DL,N347NB,1231,LGA,DTW,93,502,14,37
2013,9,9,1855,-10,2049,-45,9E,N920XJ,3285,JFK,MSY,149,1182,18,55
2013,11,10,1800,0,2015,-22,DL,N977AT,926,EWR,ATL,112,746,18,0
2013,4,22,1028,-2,1312,24,DL,N388DA,2343,EWR,ATL,119,746,10,28
2013,7,14,948,33,1118,3,MQ,N528MQ,3565,LGA,CLT,70,544,9,48
2013,2,10,1605,5,1910,-2,UA,N76519,1200,EWR,SAN,349,2425,16,5
2013,12,19,2136,0,2301,2,B6,N323JB,702,JFK,BUF,65,301,21,36
2013,10,23,1151,-9,1414,-11,UA,N833UA,998,EWR,PHX,300,2133,11,51
2013,3,22,1049,4,1333,2,B6,N651JB,545,EWR,PBI,143,1023,10,49
2013,10,27,1026,-4,1324,-11,AA,N328AA,179,JFK,SFO,337,2586,10,26
2013,3,13,1150,40,1252,32,B6,N309JB,24,JFK,BTV,44,266,11,50
2013,7,27,951,-9,1057,-33,EV,N820AS,5736,LGA,IAD,43,229,9,51
2013,5,26,1743,-2,2057,-6,DL,N3749D,1394,JFK,PDX,334,2454,17,43
2013,7,20,653,6,834,25,B6,N712JB,905,JFK,ORD,121,740,6,53
2013,12,1,1425,-4,1613,-15,DL,N323NB,1819,LGA,MSP,147,1020,14,25
2013,10,13,655,-5,945,-30,DL,N193DN,420,JFK,LAX,323,2475,6,55
2013,12,31,2328,-2,412,3,B6,N651JB,1389,EWR,SJU,198,1608,23,28
2013,6,19,1859,0,2053,17,UA,N435UA,693,LGA,ORD,114,733,18,59
2013,3,4,2016,-5,2151,-8,UA,N24706,1464,EWR,CLE,72,404,20,16
2013,2,3,1808,-2,2124,-6,AA,N3EAAA,1611,LGA,MIA,150,1096,18,8
2013,3,31,2001,1,2237,-6,DL,N697DL,1147,LGA,ATL,114,762,20,1
2013,12,8,1250,50,1532,51,DL,N902DE,1947,LGA,ATL,131,762,12,50
2013,7,7,955,-4,1137,-23,EV,N11193,4328,EWR,CHS,86,628,9,55
2013,10,2,1203,0,1346,-26,EV,N21154,4567,EWR,MCI,147,1092,12,3
2013,7,15,933,33,1148,6,B6,N652JB,189,JFK,SAN,285,2446,9,33
2013,1,9,804,-1,1049,20,9E,N937XJ,3538,JFK,MSP,172,1029,8,4
2013,8,20,1323,-2,1732,-29,UA,N66056,15,EWR,HNL,589,4963,13,23
2013,2,27,711,9,1231,33,UA,N37427,1653,EWR,SJU,232,1608,7,11
2013,1,4,2155,-4,2247,-13,EV,N21129,4162,EWR,BWI,37,169,21,55
2013,12,25,2011,-14,2139,-26,AA,N513AA,371,LGA,ORD,126,733,20,11
2013,10,31,859,-1,1137,-29,B6,N789JB,1701,JFK,FLL,135,1069,8,59
2013,11,26,655,-5,1008,6,DL,N320NB,1879,LGA,FLL,173,1076,6,55
2013,3,7,630,0,834,4,MQ,N501MQ,4576,LGA,CLT,90,544,6,30
2013,6,23,1508,12,1805,1,UA,N37255,1077,EWR,RSW,153,1068,15,8
2013,10,25,653,-7,913,-29,DL,N933DL,1547,LGA,ATL,112,762,6,53
2013,10,4,626,-4,854,-23,UA,N37420,1088,EWR,IAH,183,1400,6,26
2013,6,28,904,5,1147,-4,UA,N459UA,560,LGA,IAH,185,1416,9,4
2013,7,10,557,-3,725,10,MQ,N542MQ,3267,EWR,ORD,113,719,5,57
2013,9,7,1842,12,2112,-10,B6,N648JB,153,JFK,PBI,132,1028,18,42
2013,11,16,1247,0,1400,-5,B6,N184JB,1386,JFK,ROC,48,264,12,47
2013,7,15,1307,12,1548,7,UA,N17126,1641,EWR,MCO,126,937,13,7
2013,9,11,1548,-2,1844,51,EV,N34111,4667,EWR,MSP,183,1008,15,48
2013,1,23,1251,0,1546,-16,UA,N475UA,743,LGA,IAH,200,1416,12,51
2013,1,28,1852,37,2211,41,AS,N407AS,7,EWR,SEA,347,2402,18,52
2013,12,2,1203,-2,1352,2,MQ,N534MQ,3404,LGA,RDU,74,431,12,3
2013,4,26,1425,10,1525,-2,B6,N279JB,1010,JFK,BOS,35,187,14,25
2013,9,26,951,-9,1239,8,9E,N920XJ,3512,LGA,IND,95,660,9,51
2013,1,1,1701,-9,2026,11,AA,N3FUAA,695,JFK,AUS,247,1521,17,1
2013,6,5,1025,-5,1235,-8,DL,N302DQ,2343,EWR,ATL,108,746,10,25
2013,10,8,1120,10,1443,12,9E,N605LR,3493,LGA,SRQ,158,1047,11,20
2013,12,18,1529,34,1734,44,MQ,N834MQ,3391,LGA,CMH,81,479,15,29
2013,11,19,1935,0,2148,-1,9E,N901XJ,2911,JFK,CVG,95,589,19,35
2013,5,6,1837,32,2001,25,EV,N19554,4663,EWR,BNA,101,748,18,37
2013,6,18,1252,-3,1542,-4,UA,N33103,1641,EWR,MCO,137,937,12,52
2013,11,23,2239,-6,2350,-3,B6,N296JB,108,JFK,PWM,49,273,22,39
2013,6,30,116,77,451,67,B6,N633JB,1503,JFK,SJU,195,1598,1,16
2013,4,11,1029,26,1326,4,UA,N518UA,405,JFK,SFO,333,2586,10,29
2013,10,25,1731,1,2100,-4,DL,N706TW,434,JFK,SFO,332,2586,17,31
2013,9,25,856,-4,1126,7,DL,N351NW,485,EWR,ATL,114,746,8,56
2013,12,18,2209,90,138,103,B6,N605JB,1205,JFK,PDX,369,2454,22,9
2013,12,6,2130,30,2240,34,UA,N430UA,994,EWR,BOS,38,200,21,30
2013,9,7,1340,-8,1618,-39,DL,N360NB,1779,LGA,FLL,139,1076,13,40
2013,4,18,1628,48,1900,33,UA,N87531,1148,EWR,TPA,129,997,16,28
2013,11,22,1128,-7,1340,2,9E,N605LR,3373,EWR,MSP,174,1008,11,28
2013,11,30,1615,0,1800,-38,UA,N405UA,587,EWR,DEN,206,1605,16,15
2013,10,30,1659,-1,1921,-19,DL,N930DL,1499,LGA,ATL,109,762,16,59
2013,5,12,1453,-6,1619,-16,9E,N936XJ,3393,JFK,DCA,49,213,14,53
2013,6,15,647,-8,927,-38,AA,N3JFAA,2279,LGA,MIA,136,1096,6,47
2013,7,16,1903,63,2109,99,WN,N432WN,625,EWR,MDW,113,711,19,3
2013,2,7,1750,15,1900,6,B6,N586JB,74,JFK,BTV,42,266,17,50
2013,11,15,944,-1,1240,-25,UA,N12125,1735,EWR,LAX,330,2454,9,44
2013,8,14,1520,-5,1750,10,MQ,N735MQ,3532,LGA,XNA,172,1147,15,20
2013,8,16,550,0,819,-9,UA,N76514,1400,EWR,MCO,126,937,5,50
2013,6,27,855,-5,1045,-16,EV,N186PQ,5172,EWR,DTW,78,488,8,55
2013,9,28,1102,-3,1340,9,UA,N468UA,405,LGA,DEN,216,1620,11,2
2013,8,24,1927,23,2136,-17,UA,N75435,1139,EWR,LAS,278,2227,19,27
2013,10,15,1811,8,2049,-7,UA,N563UA,360,EWR,PBI,130,1023,18,11
2013,12,10,1919,19,2030,12,US,N764US,2193,LGA,DCA,49,214,19,19
2013,11,2,823,23,937,24,EV,N26141,4866,EWR,BTV,43,266,8,23
2013,6,28,702,2,827,16,EV,N13914,5819,EWR,MHT,56,209,7,2
2013,11,11,710,25,832,12,9E,N928XJ,3496,LGA,PIT,57,335,7,10
2013,3,17,17,84,134,80,B6,N583JB,112,JFK,BUF,56,301,0,17
2013,10,5,949,-10,1128,-16,AA,N596AA,1030,LGA,STL,126,888,9,49
2013,3,20,1656,1,1830,-30,WN,N424WN,4490,LGA,STL,133,888,16,56
2013,8,11,955,-4,1230,5,B6,N715JB,411,JFK,LAS,303,2248,9,55
2013,4,15,1111,-2,1425,10,UA,N505UA,703,JFK,LAX,349,2475,11,11
2013,4,10,1451,-9,1620,-20,MQ,N906MQ,4333,JFK,PIT,71,340,14,51
2013,10,28,1554,-5,1830,-36,UA,N459UA,375,EWR,SEA,318,2402,15,54
2013,11,2,1658,-2,1809,-7,B6,N307JB,1734,JFK,BTV,44,266,16,58
2013,6,18,1335,17,1512,35,EV,N21197,4517,EWR,BNA,109,748,13,35
2013,4,19,1356,-4,1458,-8,US,N952UW,2130,LGA,BOS,41,184,13,56
2013,9,20,1646,76,1940,47,DL,N718TW,141,JFK,SFO,333,2586,16,46
2013,3,11,1649,14,1810,0,MQ,N520MQ,3695,EWR,ORD,116,719,16,49
2013,9,13,1913,13,2127,5,DL,N330NB,1715,LGA,MSY,157,1183,19,13
2013,5,6,837,-4,1031,-8,EV,N17115,4175,EWR,AVL,90,583,8,37
2013,12,17,2313,28,56,63,B6,N190JB,108,JFK,PWM,47,273,23,13
2013,12,1,1552,-3,1728,-12,EV,N719EV,5091,LGA,PIT,58,335,15,52
2013,2,22,1811,-4,2116,-9,AS,N409AS,7,EWR,SEA,321,2402,18,11
2013,7,21,1222,-12,1317,-33,UA,N462UA,244,EWR,BOS,33,200,12,22
2013,4,3,716,-9,1020,-10,AS,N553AS,21,EWR,SEA,342,2402,7,16
2013,6,7,1931,21,2251,11,AA,N328AA,21,JFK,LAX,292,2475,19,31
2013,8,27,1930,-5,2238,1,DL,N903DE,1435,LGA,TPA,130,1010,19,30
2013,12,4,2224,80,2340,79,EV,N26549,4119,EWR,RIC,59,277,22,24
2013,4,18,1630,0,1924,-34,B6,N652JB,675,JFK,LAX,317,2475,16,30
2013,2,23,627,-8,732,-18,EV,N14991,3832,EWR,DCA,50,199,6,27
2013,3,14,1443,-7,1624,-21,MQ,N612MQ,4172,JFK,CLE,77,425,14,43
2013,3,3,1325,0,1636,-14,VX,N636VA,411,JFK,LAX,353,2475,13,25
2013,2,13,1346,-4,1622,-1,B6,N197JB,615,JFK,JAX,142,828,13,46
2013,6,3,1728,0,2040,-17,UA,N37273,1078,EWR,SAT,218,1569,17,28
2013,2,11,1710,100,1958,63,AA,N3FXAA,1039,JFK,FLL,149,1069,17,10
2013,11,9,1927,-3,2232,-17,DL,N354NW,1091,JFK,SAT,224,1587,19,27
2013,2,14,947,-8,1227,-12,B6,N763JB,197,JFK,LAS,311,2248,9,47
2013,3,29,1156,-4,1452,-19,DL,N704X,863,JFK,LAX,330,2475,11,56
2013,1,9,1927,27,2110,37,EV,N13958,5683,EWR,BNA,126,748,19,27
2013,4,18,1142,-2,1353,-6,DL,N318NB,401,EWR,ATL,105,746,11,42
2013,10,17,2206,151,44,122,UA,N842UA,208,EWR,SEA,312,2402,22,6
2013,1,23,1109,144,1211,116,9E,N600LR,3405,JFK,DCA,45,213,11,9
2013,2,14,1048,8,1333,-4,UA,N665UA,764,EWR,IAH,207,1400,10,48
2013,2,12,626,-4,736,-13,EV,N14916,4533,EWR,BUF,54,282,6,26
2013,2,28,1609,-6,1802,-36,DL,N343NB,2383,JFK,DTW,84,509,16,9
2013,3,29,1003,2,1206,-16,EV,N14542,4405,EWR,SAV,105,708,10,3
2013,11,16,1013,-2,1333,-9,US,N653AW,604,EWR,PHX,303,2133,10,13
2013,1,8,1825,-5,1958,-17,MQ,N503MQ,4674,LGA,CLE,69,419,18,25
2013,5,10,1047,17,1345,-5,UA,N57439,1120,EWR,SFO,331,2565,10,47
2013,11,7,1453,-2,1635,-5,MQ,N834MQ,3359,JFK,RDU,78,427,14,53
2013,6,14,735,-5,1045,-10,VX,N634VA,11,JFK,SFO,346,2586,7,35
2013,8,3,557,-3,720,-5,AA,N454AA,301,LGA,ORD,118,733,5,57
2013,4,25,2046,42,2358,52,UA,N33289,1130,EWR,DFW,216,1372,20,46
2013,7,21,634,-1,815,-11,US,N118US,1125,EWR,CLT,81,529,6,34
2013,3,6,2111,11,2206,-9,US,N714US,2191,LGA,DCA,37,214,21,11
2013,12,23,29,30,515,38,B6,N536JB,839,JFK,BQN,201,1576,0,29
2013,4,12,1706,96,1928,116,US,N758US,1899,LGA,CLT,94,544,17,6
2013,2,19,910,-10,1220,-20,AA,N511AA,1589,EWR,DFW,215,1372,9,10
2013,6,12,1957,32,2246,29,UA,N33264,1555,EWR,SAN,311,2425,19,57
2013,4,6,1627,-2,1832,-18,EV,N26545,4294,EWR,SAV,100,708,16,27
2013,11,17,656,-4,1010,-11,DL,N713TW,1415,JFK,SLC,282,1990,6,56
2013,11,15,806,-4,939,-15,EV,N722EV,5463,LGA,BNA,120,764,8,6
2013,7,11,1333,0,1519,-20,EV,N34110,4193,EWR,MSP,146,1008,13,33
2013,12,6,1734,44,2029,69,WN,N217JC,356,LGA,DEN,265,1620,17,34
2013,8,16,1612,-3,1745,-20,9E,N902XJ,3400,JFK,MKE,109,745,16,12
2013,9,18,2239,-6,2340,-16,B6,N337JB,108,JFK,PWM,48,273,22,39
2013,7,13,1548,-4,1831,-9,UA,N414UA,503,EWR,MCO,132,937,15,48
2013,5,9,453,-7,629,-11,US,N557UW,1431,EWR,CLT,80,529,4,53
2013,11,26,1752,22,2100,10,AA,N3FJAA,1185,LGA,DFW,213,1389,17,52
2013,10,25,1212,13,1522,8,AA,N3EEAA,1256,LGA,MIA,160,1096,12,12
2013,9,10,813,-2,1041,1,DL,N302NB,914,LGA,DEN,223,1620,8,13
2013,6,26,947,82,1119,62,US,N183UW,1831,JFK,CLT,75,541,9,47
2013,12,20,1342,2,1749,34,WN,N957WN,3063,EWR,PHX,335,2133,13,42
2013,5,15,2025,36,2328,4,UA,N841UA,612,EWR,LAX,317,2454,20,25
2013,7,9,1759,18,2118,41,UA,N38454,1161,EWR,SAN,313,2425,17,59
2013,4,23,752,-8,935,21,US,N742PS,2165,LGA,DCA,57,214,7,52
2013,6,10,1846,71,1949,43,DL,N339NW,2383,LGA,PWM,40,269,18,46
2013,12,19,629,-1,822,-20,US,N174US,2085,LGA,CLT,85,544,6,29
2013,7,1,1557,62,1824,83,9E,N830AY,4120,JFK,CLE,84,425,15,57
2013,1,2,720,80,905,90,MQ,N520MQ,3768,EWR,ORD,112,719,7,20
2013,2,27,637,-4,732,-24,UA,N17730,1142,EWR,BOS,37,200,6,37
2013,11,6,1021,-9,1300,-5,DL,N394DA,1529,JFK,LAS,316,2248,10,21
2013,11,2,1643,0,1946,-9,UA,N556UA,617,EWR,SFO,339,2565,16,43
2013,8,18,1158,-2,1436,6,UA,N463UA,392,EWR,IAH,192,1400,11,58
2013,9,10,611,-4,742,-31,US,N119US,840,EWR,CLT,71,529,6,11
2013,2,3,1631,-3,1823,-14,EV,N12567,4411,EWR,MEM,146,946,16,31
2013,7,30,1036,1,1327,-19,UA,N75435,1150,EWR,SFO,332,2565,10,36
2013,8,5,2102,3,2333,11,DL,N996DL,1247,LGA,ATL,105,762,21,2
2013,4,18,1208,-2,1502,40,UA,N403UA,235,EWR,DEN,264,1605,12,8
2013,6,16,1457,-3,1813,18,AA,N5FFAA,1813,JFK,MCO,132,944,14,57
2013,9,7,1735,0,2018,-37,AA,N397AA,2351,JFK,MIA,137,1089,17,35
2013,5,10,1059,-2,1323,-11,B6,N521JB,711,JFK,LAS,298,2248,10,59
2013,11,5,613,-2,804,-14,US,N186US,1989,EWR,CLT,88,529,6,13
2013,5,9,1603,68,1743,63,MQ,N626MQ,4172,JFK,CLE,74,425,16,3
2013,1,14,1106,-4,1202,-19,B6,N239JB,24,JFK,BTV,43,266,11,6
2013,3,6,727,-2,1016,-10,B6,N658JB,361,LGA,PBI,150,1035,7,27
2013,4,22,627,-3,929,10,UA,N428UA,427,LGA,IAH,206,1416,6,27
2013,9,24,738,10,945,-12,UA,N457UA,245,EWR,DEN,209,1605,7,38
2013,1,21,812,-7,1247,-20,B6,N510JB,717,JFK,SJU,193,1598,8,12
2013,4,30,1315,0,1511,10,US,N167US,1895,EWR,CLT,75,529,13,15
2013,3,1,1342,17,1609,-41,VX,N641VA,411,JFK,LAX,314,2475,13,42
2013,2,12,1851,-7,2031,-24,EV,N710EV,5038,LGA,BHM,148,866,18,51
2013,5,7,604,-6,714,-9,EV,N13914,4527,EWR,IAD,48,212,6,4
2013,5,16,1658,58,1955,31,DL,N982DL,1373,JFK,MIA,145,1089,16,58
2013,12,27,1016,16,1244,-8,UA,N24715,1124,EWR,EGE,251,1725,10,16
2013,11,19,1008,-7,1331,-11,US,N668AW,604,EWR,PHX,293,2133,10,8
2013,1,20,2228,78,2338,76,EV,N14117,4119,EWR,RIC,52,277,22,28
2013,2,25,1618,-2,1714,-13,EV,N14117,4498,EWR,MHT,37,209,16,18
2013,7,21,1718,183,1916,222,EV,N909EV,5712,JFK,IAD,47,228,17,18
2013,3,14,2222,53,2332,47,EV,N12126,4206,EWR,BTV,50,266,22,22
2013,11,25,631,-4,927,-2,B6,N807JB,525,JFK,TPA,149,1005,6,31
2013,12,15,905,-5,1130,-17,EV,N755EV,5231,LGA,CHS,117,641,9,5
2013,11,12,1414,-6,1557,2,AA,N4YRAA,337,LGA,ORD,115,733,14,14
2013,12,11,1755,-4,2032,-51,UA,N587UA,997,JFK,LAX,323,2475,17,55
2013,3,18,740,-10,1021,-24,B6,N760JB,389,LGA,MCO,134,950,7,40
2013,7,26,1658,-2,1948,-30,DL,N704X,1163,JFK,LAX,320,2475,16,58
2013,12,1,1819,-1,2127,-18,AA,N3GLAA,119,EWR,LAX,326,2454,18,19
2013,3,21,1944,-5,2246,-35,UA,N26123,1462,EWR,SFO,335,2565,19,44
2013,2,7,837,-3,1141,-22,B6,N536JB,553,EWR,RSW,152,1068,8,37
2013,5,7,545,-5,834,-11,UA,N24715,1077,EWR,MIA,150,1085,5,45
2013,9,30,1503,4,1805,-9,AA,N3GBAA,2297,LGA,MIA,147,1096,15,3
2013,4,6,949,-1,1300,8,B6,N584JB,503,EWR,FLL,152,1065,9,49
2013,2,17,747,-3,940,-27,DL,N900DE,2119,LGA,MSP,146,1020,7,47
2013,7,14,919,-3,1322,-4,UA,N24702,1519,EWR,STT,213,1634,9,19
2013,4,10,927,-3,1258,3,AA,N324AA,179,JFK,SFO,357,2586,9,27
2013,1,4,1839,34,2011,16,MQ,N502MQ,4626,LGA,CMH,73,479,18,39
2013,4,25,1404,5,1659,-15,AA,N613AA,677,JFK,MIA,156,1089,14,4
2013,7,17,856,-4,1315,10,AA,N5FAAA,1357,JFK,SJU,209,1598,8,56
2013,3,13,836,-4,942,-32,9E,N906XJ,3330,JFK,DCA,49,213,8,36
2013,10,23,738,-2,859,-1,MQ,N511MQ,3759,EWR,ORD,109,719,7,38
2013,3,29,1408,-7,1532,-35,EV,N708EV,4983,LGA,GSO,66,461,14,8
2013,8,9,615,-5,844,1,DL,N690DL,1743,JFK,ATL,102,760,6,15
2013,11,11,1828,-2,2141,-19,DL,N718TW,442,JFK,SEA,328,2422,18,28
2013,12,29,1815,110,1935,100,MQ,N508MQ,3748,EWR,ORD,117,719,18,15
2013,4,2,1521,-9,1844,-5,B6,N665JB,137,JFK,RSW,159,1074,15,21
2013,11,23,843,48,1138,24,UA,N407UA,584,EWR,PDX,333,2434,8,43
2013,10,6,2208,23,11,13,EV,N15983,4682,EWR,SDF,97,642,22,8
2013,2,25,1940,5,2136,-9,9E,N836AY,3899,JFK,CLE,76,425,19,40
2013,11,16,1410,-5,1546,-4,AA,N583AA,1170,LGA,STL,138,888,14,10
2013,9,2,1152,-7,1308,-1,MQ,N807MQ,3386,JFK,DCA,52,213,11,52
2013,7,17,1600,-4,1820,1,EV,N11551,4294,EWR,SAV,102,708,16,0
2013,3,25,1650,20,2001,-14,VX,N848VA,27,JFK,SFO,345,2586,16,50
2013,6,2,1016,-9,1215,-7,US,N658AW,29,EWR,PHX,281,2133,10,16
2013,6,9,1737,10,2029,-15,UA,N39450,1266,EWR,LAX,326,2454,17,37
2013,11,24,955,-4,1209,-32,EV,N27190,4141,EWR,ATL,112,746,9,55
2013,12,25,1504,25,1641,26,EV,N14977,4171,EWR,MSN,134,799,15,4
2013,1,14,1628,-2,1802,-5,EV,N19554,4702,EWR,GSO,80,445,16,28
2013,12,8,2008,128,2209,149,MQ,N832MQ,3501,LGA,RDU,79,431,20,8
2013,4,18,709,-1,1047,12,VX,N630VA,399,JFK,LAX,358,2475,7,9
2013,10,17,2008,18,2216,36,MQ,N724MQ,3573,LGA,CMH,85,479,20,8
2013,3,3,858,-2,1213,-7,AA,N359AA,647,JFK,MIA,161,1089,8,58
